x y label
-0.7904744554453119 0.3333784724457436 -1
3.5999830915547886 3.661584567633388 1
1.3920586802871058 3.253106134784876 1
1.8504132996432197 -0.39951255819947407 1
0.055724912288694604 0.7737102426276132 -1
-1.6924646297148194 1.08155540305665 -1
-0.15800789857898942 -0.30185049931998964 -1
0.032032671507503885 -0.4313317340300773 1
2.087190248237986 2.16413900398552 1
0.45988310977296054 -0.8242801993447988 1
-0.3357846992901282 1.1801764384784446 -1
0.21245170528574664 0.6328823902268306 1
1.6756751904271294 0.6524668259105368 1
-2.6968866429415717 -0.038392268298363445 -1
-0.23093453020867796 0.4922922416648035 -1
1.8489560949453452 0.7966017718408426 -1
-0.26888869055483056 -0.782431973629842 -1
2.070422983069349 4.639280334621713 1
1.9713102747587237 1.0196989935375425 1
0.19808476076785494 -0.10207822620630307 -1
1.3496714561740708 0.188719409651802 1
-0.03275327021599839 -0.3842593407334328 -1
-0.7128457826771644 0.07525753572416853 -1
-0.2549772174208553 1.0634836410838409 -1
3.298027714380413 -2.749037456471003 1
-0.46569041655691645 2.762230579102436 1
-0.34268759408034877 -0.26264835515542784 -1
1.0750148609490824 -0.9905221278686822 1
4.083812478728345 -0.5705914227017417 1
0.9356783931474612 0.8991252303226743 -1
0.6573236004620466 2.020598420555728 1
-0.5245202662797737 0.3460400707844522 -1
-1.2221278088919454 0.5041660249502588 -1
1.554260428810953 0.6601285625420514 1
2.5283210909538685 2.005449229337722 1
3.3786832507954694 0.4895167527408416 1
-1.0810633275998973 0.43553224444454086 -1
0.5931012579683838 -0.21888238633107265 -1
0.5121668332860974 1.4612217431925296 1
1.7801130637627935 2.3067715425615836 1
-0.5227230205190395 0.7417615371165149 -1
0.32504780515849885 0.003907600262511468 1
-1.5566291735239037 0.42851374606303155 -1
4.086813726581186 -0.810800555960844 1
-2.081929407883722 1.1995758020049891 -1
1.8849880792496752 1.2984237640155627 1
-0.5449190868089497 0.2822318530747986 -1
3.31205444808994 0.9467764934149039 1
2.178739924127907 1.1615422899358454 1
-0.36361221221385587 -0.04026663669206432 -1
-0.03374442040002634 1.4352974360895792 1
2.883894948937864 -0.9066221085355954 1
1.7812057073674552 1.2416402199413563 1
2.4133466370608785 1.0260695181489567 1
1.0744344829113308 0.23666453968433487 1
0.8365121317352289 1.2769670158855597 1
0.40825275571447184 -1.20390841209361 -1
1.0291556373256436 0.33417688458595285 -1
0.25602973431387566 0.6948674585587536 -1
1.6654744444625766 0.7172679516069592 -1
-1.8408742313316453 -0.9047975502289279 -1
-0.6248185776956788 0.01844915853235927 -1
1.1369402937286934 1.7320804074322056 1
0.18676676447707832 -0.5341363938596135 -1
-0.6115178029919482 -0.9946596004126849 -1
0.3925670497614091 -0.30564897788377854 1
-0.9758732529773327 0.7450372593229805 -1
5.130447480910179 -0.34265278468808025 1
0.4933179008808892 0.13069887647288084 -1
2.83281349129987 -0.21390121410073615 1
2.145094939676427 0.18592517911957296 1
2.5600845382687947 -0.06792460649539969 -1
1.1492733262856758 -0.4972208185770296 -1
4.105848715149089 0.9505188022122346 1
4.15537672074637 0.11333468371538324 1
1.331110508153896 2.0009123859169407 1
3.1565686712236625 1.894359601522023 1
0.6218099622171964 -1.1103165474212888 -1
-0.7271371758248686 -0.17502210566851067 -1
-0.07443342910004629 0.4388814490713628 -1
0.41199898764320175 1.2513071655670815 1
2.7261129126107617 1.5376809572777383 1
0.5597904479310398 0.76422738001539 -1
0.8339221545489041 0.32468934780820374 -1
-0.07016571145864703 -1.174476739375096 -1
0.42961821913258585 0.14685737196198617 -1
0.48168150956489697 1.384070474815212 1
3.2524168663689057 -0.5288448211375025 1
2.810445478194841 0.944060564954164 1
2.0353862128033535 1.0400482315880808 1
0.9382838059759977 -0.364898726718074 -1
1.4502589375820265 1.1359353063757778 1
1.6323303110105942 0.3855295423652745 1
1.430668732820047 1.3141445925054847 1
0.9361266310671763 2.7759073438191644 1
1.4770686968126752 0.735723586404047 1
2.233744338715334 3.046335748506977 1
0.23336103461833657 2.459248541977164 1
0.26705026586925884 0.6290639683377159 -1
0.08228398927542419 0.7534083984298959 -1
-0.5172884501003722 0.9965591320031257 -1
1.5685098023278126 4.251132904936404 1
-0.4455025214007718 1.027698019441191 -1
1.3782111355588174 3.2338523512391446 1
1.664899738244826 0.4057661045326556 1
-1.344450511034277 -0.649585020909198 -1
1.0869296726964055 -0.4200694908724931 1
2.2785298263708897 0.9509481618482305 1
1.5505004928140769 -0.7059429122313898 -1
0.9843223984765838 -0.15131296285012918 -1
-0.04946370965243295 0.47716943898786784 -1
-1.1227220215622986 0.2704045247185687 -1
2.585626546950574 1.2353989703418542 1
4.919860395849212 1.4089462180274723 1
1.3685346430670586 0.09809946500418487 1
1.3394226576734107 0.11874621626578818 1
3.4139869186489546 0.09859848008109606 1
1.4205042479898549 -0.4035785746473439 -1
2.5606107337776782 -0.17712854020083046 1
2.752687020986459 0.21903868132289217 1
0.19746631392178915 1.2869764882056265 1
4.135670506519725 3.1885028435638803 1
